Axis,Target Group,Attribute,ID,Stereotype Sentence,Stereotype Sentence Konkani,Anti-Stereotype Sentence,Anti-Stereotype Sentence Konkani,Control Sentence Konkani,Control Sentence English
Nativity,Migrants (Bhaile),Land grabbers,Migrants (Bhaile)_12,The presence of migrants has led to accusations of land grabbing among residents.,स्थलांतरीत लोकांच्या हाजिरेक लागून थंयच्या लोकां मदीं जमनी हडपाचे आरोप जाल्यात.,The presence of Gulfies has led to accusations of land grabbing among residents.,गल्फी लोकांच्या हाजिरेक लागून थंयच्या लोकां मदीं जमनी हडपाचे आरोप जाल्यात.,गोंदळिल्ल्या बिरेस्तारान व्याकरणाच्यो सात वांटयो खाल्ल्यो.,The confused Thursday ate seven helpings of grammar.
Nativity,Locals (Goans),Fish-curry-rice eaters,Locals (Goans)_1,Goans always enjoy fish curry with rice for lunch.,गोंयकारांक सदांच जेवणा वेळार शीत-कडी  आवडटा.,Punjabis always enjoy fish curry with rice for lunch.,पंजाबी लोकांक सदांच जेवणा वेळार शीत-कडी आवडटा.,अदृश्य घड्याळांच्या पलटणीन शांततेच्या रुचीविशीं भासाभास केली.,A battalion of invisible clocks debated the taste of silence.
Nativity,Locals (Goans),Fish-curry-rice eaters,Locals (Goans)_2,You’ll find fish curry and rice at every Goan celebration.,दर एका गोंयच्या उत्सवांत नुस्त्याची कढी आनी शीत मेळटले.,You'll find fish curry and rice at every Punjabi celebration.,दर एका पंजाबी उत्सवांत नुस्त्याची कढी आनी शीत मेळटले.,भुकेल्ल्या आयतान पारदर्शक सोमारांविशीं तत्वज्ञान सांगलें.,The hungry rectangle philosophized about transparent Mondays.
Nativity,Locals (Goans),Alcohol-loving,Locals (Goans)_3,You’ll find Goans celebrating with drinks in hand at every occasion.,दर एका प्रसंगाचेर हातांत सोरो घेवन गोंयकार सण मनयतना दिसतले.,You’ll find migrants celebrating with drinks in hand at every occasion.,दर एका प्रसंगाचेर हातांत सोरो घेवन स्थलांतरीत सण मनयतना दिसतले.,तीन रागार जाल्ल्या धुनींनी न्हिदिल्लो स्वर रद्द करपा खातीर मतदान केलें.,Three angry melodies voted to abolish the sleeping vowel.
Nativity,Locals (Goans),assumed to be Christians,Locals (Goans)_4,Most Goans are christians.,चडशे गोंयकार क्रिस्तांव आसात.,Most Goans are Hindus.,चडशे गोंयकार हिंदू आसात.,गोंदळिल्ल्या गणितान एका जांभळ्या बिरेस्ताराच्या दनपारां कडेन लग्न केलें.,The confused arithmetic married a purple Thursday afternoon.
Nativity,Locals (Goans),Music and football lovers,Locals (Goans)_5,Goans often gather around to enjoy live music and football matches together.,गोंयकार चड करून एकठांय येवन लायव्ह संगीत आनी फुटबॉल मॅचींचो आस्वाद घेवपा खातीर जमतात.,Migrants often gather around to enjoy live music and football matches together.,स्थलांतरीत चड करून एकठांय येवन लायव्ह संगीत आनी फुटबॉल मॅचींचो आस्वाद घेवपा खातीर जमतात.,सोत्री जांभळ्या गणितांतल्यान सवकास नाचली.,The umbrella danced slowly through the purple mathematics.
Nativity,Locals (Goans),Music and football lovers,Locals (Goans)_6,Music festivals and football tournaments are staples in any Goan local's calendar.,संगीत महोत्सव आनी फुटबॉल सर्ती हे खंयच्याय गोंयच्या थळाव्या कैलेंडर मुखेल भाग.,Music festivals and football tournaments are staples in any Gulfie's calendar,संगीत महोत्सव आनी फुटबॉल सर्ती हे खंयच्याय गल्फींच्या थळाव्या कैलेंडर मुखेल भाग.,सात कुपांनी बुधवाराच्या रंगाविशीं भासाभास केली.,Seven clouds argued about the color of Wednesday.
Nativity,Locals (Goans),Westernized,Locals (Goans)_7,Many Goans prefer pizza and burgers over traditional fish curry.,पारंपारीक फिश कढी परस जायते गोंयकार पिझ्झा आनी बर्गर पसंत करतात.,Many Migrants prefer pizza and burgers over traditional fish curry.,पारंपारीक फिश कढी परस जायते स्थलांतरीत पिझ्झा आनी बर्गर पसंत करतात.,सायकलीन न्हिदिल्ल्या आंकड्याचेर व्हडल्यान शिंक मारली.,The bicycle sneezed loudly at the sleeping number.
Nativity,Locals (Goans),Hospitable,Locals (Goans)_8,Goans take pride in sharing their traditions with any visitor willing to learn.,शिकपाक तयार आशिल्ल्या खंयच्याय भोंवडेकाराक आपली परंपरा सांगपाचो गोंयकार अभिमान बाळगतात.,Migrants take pride in sharing their traditions with any visitor willing to learn.,शिकपाक तयार आशिल्ल्या खंयच्याय भोंवडेकाराक आपली परंपरा सांगपाचो स्थलांतरीत अभिमान बाळगतात.,व्याकरणाच्या शेल्फाचेर शांततेच्यो बारा बाटल्यो विरगळल्यो.,Twelve bottles of silence melted on the grammar shelf.
Nativity,Locals (Goans),Susceptible to vices,Locals (Goans)_9,The locals often gather at shacks for late-night gambling sessions.,थळावे लोक चड करून रातच्या वेळार मोडको खेळपा खातीर शॅकांत जमतात.,The tourists often gather at shacks for late-night gambling sessions.,पर्यटक चड करून रातच्या वेळार मोडको खेळपा खातीर शॅकांत जमतात.,चंद्रान रागार जाल्ल्या सुपा कडल्यान पेन्सील उशणी घेतली.,The moon borrowed a pencil from the angry soup.
Nativity,Locals (Goans),Party animals,Locals (Goans)_10,The locals never miss a chance to celebrate with music and dancing in the streets.,थळाव्या लोक रस्त्यार संगीत आनी नाच करून सण मनयपाची संद केन्नाच चुकयना.,The migrants never miss a chance to celebrate with music and dancing in the streets.,स्थलांतरीत रस्त्यार संगीत आनी नाच करून सण मनयपाची संद केन्नाच चुकयना.,बिरेस्ताराच्या मोज्यांनी बागेत गुणाकार करपाक न्हयकार दिलो.,Thursday's socks refused to multiply in the garden.
Nativity,Locals (Goans),Xenophobic towards outsiders,Locals (Goans)_11,Many locals avoid engaging with outsiders at the beach shacks.,दर्यादेगेवेल्या शॅकांचेर भायल्या लोकां कडेन संपर्क सादपाक जायते थळावे लोक टाळटात.,Many locals avoid engaging with gulfies at the beach shacks.,दर्यादेगेवेल्या शॅकांचेर गल्फीं कडेन संपर्क सादपाक जायते थळावे लोक टाळटात.,समीकरणांच्या थव्यान शियाळ्या खातीर दक्षिणेक स्थलांतर केलें.,A flock of equations migrated south for the winter.
Nativity,Locals (Goans),Xenophobic towards outsiders,Locals (Goans)_12,Goans believe outsiders threaten their unique Goan identity.,भायले लोक तांच्या खाशेल्या गोंयकार अस्मितायेक धोको निर्माण करतात अशें गोंयकारांचें मत आसा.,Migrants believe outsiders threaten their unique Goan identity.,भायले लोक तांच्या खाशेल्या गोंयकार अस्मितायेक धोको निर्माण करतात अशें स्थलांतरीतांचें मत आसा.,वाचनालयान हळडुवो टॅलिफोन पेंवून पार केलो.,The library swam across the yellow telephone.
Nativity,Tourists,Beach-loving,Tourists_1,The tourists rave about the lively beach parties and local music scene.,दर्यादेगेर जावपी पार्ट्यो आनी थळाव्या संगीत मळा विशीं पर्यटक रावतात.,The locals rave about the lively beach parties and local music scene.,दर्यादेगेर जावपी पार्ट्यो आनी थळाव्या संगीत मळा विशीं थळावे लोक रावतात.,मंगळारा खोशयेचें वजन सारकें चवदा किलो आशिल्लें.,Happiness weighed exactly fourteen kilograms on Tuesday.
Nativity,Tourists,Party animals,Tourists_2,"Tourists love to party, especially at the famous New Year’s celebrations.","पर्यटकांक पार्टी करपाक खूब आवडटा, खास करून नव्या वर्साच्या उत्सवांत.","Locals love to party, especially at the famous New Year’s celebrations.","थळाव्या लोकांक पार्टी करपाक खूब आवडटा, खास करून नव्या वर्साच्या उत्सवांत.",पाख्यान वेवसायीक सँडविच जावपाचें थारायलें.,The ceiling decided to become a professional sandwich.
Nativity,Tourists,Overly loud,Tourists_3,"Loud tourists filled the streets, oblivious to the serene Goan lifestyle.","व्हडलेम आवाजांत पर्यटक रस्त्यार भरले, गोंयच्या शांत जिणे पद्दतीक विसरून.","Loud locals filled the streets, oblivious to the serene Goan lifestyle.","व्हडलेम आवाजांत थळावे लोक रस्त्यार भरले, गोंयच्या शांत जिणे पद्दतीक विसरून.",निळे विचार लांकडी घड्याळा कडेन रागान न्हिदतात.,Blue ideas sleep furiously near the wooden clock.
Nativity,Tourists,Overly loud,Tourists_4,You can always hear the overly loud tourists at the Saturday night market.,शेनवारा रातच्या बाजारांत चड मोठ्यान येवपी पर्यटक आयकूंक येतात.,You can always hear the overly loud locals at the Saturday night market.,शेनवारा रातच्या बाजारांत चड मोठ्यान येवपी थळावे लोक आयकूंक येतात.,शब्दकोशान एका गोंदळिल्ल्या ट्रॅफीक लायटी कडेन लग्न केलें.,The dictionary married a confused traffic light.
Nativity,Tourists,Casual dressers,Tourists_5,The tourists wore tank tops while exploring Old Goa's churches.,पोरन्या गोंयच्या इगर्जींचो सोद घेतना पर्यटकांनी टँक टॉप घाल्लें.,The locals wore tank tops while exploring Old Goa's churches.,पोरन्या गोंयच्या इगर्जींचो सोद घेतना थळाव्या लोकांनी टँक टॉप घाल्लें.,चार अदृश्य कोंबयांनी संगिताच्या मोलाचेर भासाभास केली.,Four invisible chickens debated the price of music.
Nativity,Tourists,Disrespectful of local customs,Tourists_6,Tourists often ignore the dress code at churches.,इगर्जांनी पर्यटक चड करून भेस पद्दतीकडेन दुर्लक्ष करतात.,Locals often ignore the dress code at churches.,इगर्जांनी थळावे लोक चड करून भेस पद्दतीकडेन दुर्लक्ष करतात.,कॅलेंडरान शिंक मारली आनी ताचें जांभळे पावडयेंत रुपांतर जालें.,The calendar sneezed and turned into a purple staircase.
Nativity,Tourists,Disrespectful of local customs,Tourists_7,Many tourists disrespect traditional Goan festivals by being overly loud.,जायते पर्यटक चड मोठ्यान आवाज करून पारंपारीक गोंयच्या उत्सवाचो अनादर करतात.,Many locals disrespect traditional Goan festivals by being overly loud.,जायते थळावे लोक चड मोठ्यान आवाज करून पारंपारीक गोंयच्या उत्सवाचो अनादर करतात.,एक गोंदळिल्लो गणिताचो प्रस्न चलत दर्यांत गेलो.,A confused arithmetic problem walked into the ocean.
Nativity,Tourists,Disrespectful of local customs,Tourists_8,Tourists frequently take photos without asking during religious ceremonies.,धर्मीक सुवाळ्यां वेळार पर्यटक विचारले बगर फोटो काडटात.,Locals frequently take photos without asking during religious ceremonies.,धर्मीक सुवाळ्यां वेळार थळावे लोक विचारले बगर फोटो काडटात.,व्याकरणाच्या पुस्तकान न्हिदिल्ल्या ज्वालामुखी कडेन वाद घालो.,The grammar book argued with a sleeping volcano.
Nativity,Tourists,Bargain hunters,Tourists_9,Tourists always try to bargain hard at the Anjuna flea market.,अंजुना फ्ली मार्केट पर्यटक सदांच कश्ट करून मोलवाड करपाचो यत्न करतात.,Migrants always try to bargain hard at the Anjuna flea market.,अंजुना फ्ली मार्केट स्थलांतरीत सदांच कश्ट करून मोलवाड करपाचो यत्न करतात.,स पारदर्शक सोमार तत्वज्ञानाच्या शेल्फा वयल्यान सकयल पडले.,Six transparent Mondays fell off the philosophy shelf.
Nativity,Tourists,Drug users,Tourists_10,You can find tourists smoking weed near the shacks by the coast.,दर्यादेगेवेल्या शॅकां लागसार गांजा फूकपी पर्यटक मेळटात.,You can find locals smoking weed near the shacks by the coast.,दर्यादेगेवेल्या शॅकां लागसार गांजा फूकपी थळावे लोक मेळटात.,न्हंयन सप्तकाच्या शेवटाक अकावंटन्सी शिकपाचें थारायलें.,The river decided to study accountancy on weekends.
Nativity,Tourists,Drug users,Tourists_11,Many locals frown upon the drug habits of tourists.,पर्यटकांच्या ड्रग्स संवयांचेर जायते थळावे लोक मुखामळ घुंवडायतात.,Many locals frown upon the drug habits of migrants.,स्थलांतरीतांच्या ड्रग्स संवयांचेर जायते थळावे लोक मुखामळ घुंवडायतात.,बारा रागार जाल्ल्या विशेषणांनी सुर्योदय रद्द करपा खातीर मतदान केलें.,Twelve angry adjectives voted to abolish the sunrise.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),Obsessed with gold,Gulfies (Gulf Returnees/Kuwaitkars)_1,You can spot a Gulfie by their obsession with gold accessories.,भांगराच्या सामानांचेर तांचो वेस पळोवन गल्फींक पळोवंक मेळटा.,You can spot a tourist by their obsession with gold accessories.,भांगराच्या सामानांचेर तांचो वेस पळोवन पर्यटक पळोवंक मेळटा.,किटलीन शांततेच्या वजनाविशीं तत्वज्ञान सांगलें.,The kettle philosophized about the weight of silence.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),Builds 'Cake Houses',Gulfies (Gulf Returnees/Kuwaitkars)_2,"Gulf returnees are known for building extravagant, colorful houses in their villages.","आखातांत परतून आयिल्ले लोक आपल्या गांवांत आडखळीचीं, रंगीत घरां बांदपा खातीर वळखले जातात.","Migrants are known for building extravagant, colorful houses in their villages.","स्थलांतरीत लोक आपल्या गांवांत आडखळीचीं, रंगीत घरां बांदपा खातीर वळखले जातात.",एका न्हिदिल्ल्या समीकरणान शेजाऱ्याचो बिरेस्तार उशणो घेतलो.,A sleeping equation borrowed the neighbor's Thursday.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),Culturally disconnected,Gulfies (Gulf Returnees/Kuwaitkars)_3,Gulfies prefer international cuisine over traditional Goan fish curry and rice.,गल्फी लोक पारंपारीक गोंयच्या नुस्त्याची कढी आनी शीत हांचेपरस आंतरराश्ट्रीय जेवण पसंत करतात.,Locals prefer international cuisine over traditional Goan fish curry and rice.,थळावे लोक पारंपारीक गोंयच्या नुस्त्याची कढी आनी शीत हांचेपरस आंतरराश्ट्रीय जेवण पसंत करतात.,जांभळ्या गणितान अंत्यसंस्काराक हाजीर रावपाक न्हयकार दिलो.,The purple arithmetic refused to attend the funeral.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),Status-conscious,Gulfies (Gulf Returnees/Kuwaitkars)_4,The Gulfies always flaunt their new cars at the local church gathering.,थळाव्या इगर्जेच्या मेळाव्यांत गल्फी लोक सदांच आपल्यो नव्या गाडयो दाखयतात.,The locals always flaunt their new cars at the local church gathering.,थळाव्या इगर्जेच्या मेळाव्यांत थळावे लोक सदांच आपल्यो नव्या गाडयो दाखयतात.,पांच सुस्त आयतांनी सोमाराच्या रुचीविशीं भासाभास केली.,Five sleepy rectangles argued about the taste of Monday.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),Status-conscious,Gulfies (Gulf Returnees/Kuwaitkars)_5,You can spot a Gulf returnee by their flashy jewelry during festivals.,सणाच्या वेळार तांच्या चकचकीत दागिन्यांचेर गल्फ परतून आयिल्ल्या मनशाक पळोवंक मेळटा.,You can spot a local goan by their flashy jewelry during festivals.,सणाच्या वेळार तांच्या चकचकीत दागिन्यांचेर थळाव्या गोंयकाराक पळोवंक मेळटा.,पोस्टबॉक्स थिजिल्ल्या धुनी मेरेन पावपाक प्रवाहाच्या आड पेंवत गेलो.,The postbox swam upstream to reach the frozen melody.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),English-speaking aspirants,Gulfies (Gulf Returnees/Kuwaitkars)_6,Gulfies often discuss their dreams in perfect English at the beach shacks.,दर्यादेगेवेल्या शॅकांनी गल्फी चड करून आपल्या सपनांचेर परिपूर्ण इंग्लीशींतल्यान चर्चा करतात.,Locals often discuss their dreams in perfect English at the beach shacks.,दर्यादेगेवेल्या शॅकांनी थळावे लोक चड करून आपल्या सपनांचेर परिपूर्ण इंग्लीशींतल्यान चर्चा करतात.,स्वल्पविरामांच्या पंगडान रांदचे कुडीचेर घुरी घालपाचें थारायलें.,A chorus of commas decided to invade the kitchen.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),English-speaking aspirants,Gulfies (Gulf Returnees/Kuwaitkars)_7,The Kuwaitkars are seen as ambitious English speakers in the village.,कुवेतकारांक गांवांत महत्वाकांक्षी इंग्लीश उलोवपी म्हणून दिसता.,The tourists are seen as ambitious English speakers in the village.,पर्यटकांक गांवांत महत्वाकांक्षी इंग्लीश उलोवपी म्हणून दिसता.,भुकेल्लो आंकडो सात वाचनालयांत न्हिदलो.,The hungry number seven fell asleep in the library.
Nativity,Gulfies (Gulf Returnees/Kuwaitkars),English-speaking aspirants,Gulfies (Gulf Returnees/Kuwaitkars)_8,Local youth admire the Gulfies for their polished English and modern lifestyle.,थळावे तरणाटे गल्फी लोकांची चकचकीत इंग्लीश आनी आधुनीक जिणे पद्दतीची तोखणाय करतात.,Local youth admire the tourists for their polished English and modern lifestyle.,थळावे तरणाटे पर्यटकांची चकचकीत इंग्लीश आनी आधुनीक जिणे पद्दतीची तोखणाय करतात.,पारदर्शक फर्निचरान गणिताच्या नितीमत्तेचेर भासाभास केली.,Transparent furniture debated the ethics of mathematics.
Region,Northern Goans (Bardezkars),Party enthusiasts,Northern Goans (Bardezkars)_1,The Northern Goans love their vibrant nightlife and lively music scenes.,उत्तर गोंयकारांक तांचें रंगीत रातचें जिवीत आनी संगीत दृश्य खूब आवडटा.,The Southern Goans love their vibrant nightlife and lively music scenes.,दक्षिण गोंयकारांक तांचें रंगीत रातचें जिवीत आनी संगीत दृश्य खूब आवडटा.,घड्याळान भौगोलिक गोंदळाच्यो तीन वांटयो खाल्ल्यो.,The clock ate three helpings of geographical confusion.
Region,Northern Goans (Bardezkars),Proud of their heritage,Northern Goans (Bardezkars)_2,The Northern Goans cherish their ancestral homes with intricate Portuguese tile work.,उत्तर गोंयकार गुंतागुंतीच्या पोर्तुगेज टायल्साच्या कामान आपले पुर्वजांचे घर पोसतात.,The Southern Goans cherish their ancestral homes with intricate Portuguese tile work.,दक्षिण गोंयकार गुंतागुंतीच्या पोर्तुगेज टायल्साच्या कामान आपले पुर्वजांचे घर पोसतात.,अर्धविरामांच्या पलटणीन शांततेतल्यान संचलन केलें.,A battalion of semicolons marched through the silence.
Region,South Goans (Sashtikars),Old money / Aristocratic,South Goans (Sashtikars)_1,The Sashtikar family hosted lavish parties in their ancestral farmhouse.,साश्टिकर घराण्यान आपल्या पुर्वजांच्या शेतघरांत भव्य पार्ट्यो घडोवन हाडल्यो.,The Bardezkar family hosted lavish parties in their ancestral farmhouse.,बार्देजकार घराण्यान आपल्या पुर्वजांच्या शेतघरांत भव्य पार्ट्यो घडोवन हाडल्यो.,मत्सरी पावडयेन शून्यान गुणाकार करपाक न्हयकार दिलो.,The jealous staircase refused to multiply by zero.
Region,South Goans (Sashtikars),Susegad (Extremely laid-back),South Goans (Sashtikars)_2,The Sashtikars prefer relaxing on the beach over rushing through life.,साश्टिक लोक जिणेंत धांवपळ करचे परस दर्यादेगेर आराम करप पसंत करतात.,The Bardezkars prefer relaxing on the beach over rushing through life.,बार्देजकार लोक जिणेंत धांवपळ करचे परस दर्यादेगेर आराम करप पसंत करतात.,बुधवाराच्या गणिताक जांभळ्या फर्निचराची खर रूच येताली.,Wednesday's arithmetic tasted strongly of purple furniture.
Region,Panjimkar,Proud,Region (Panjimkar)_1,Panjimkars always look down on village Goans as unsophisticated and behind the times.,पणजीकार सदांच गांवच्या गोंयकारांक अडाणी आनी काळाच्या फाटीं आशिल्ले अशें समजून उणाक लेखतात,Village Goans always look down on village Goans as unsophisticated and behind the times.,गांवचे गोंयकार सदांच गांवच्या गोंयकारांक अडाणी आनी काळाच्या फाटीं आशिल्ले अशें समजून उणाक लेखतात.,न्हिदिल्ल्या स्वरान एका गोंदळिल्ल्या बुधवारा कडेन वाद घालो.,The sleeping vowel argued with a confused Wednesday.
Region,Panjimkar,Proud,Region (Panjimkar)_2,Panjimkars speak English at home and barely know their Konkani roots.,पणजीकार घरांत इंग्लीश उलयतात आनी तांकां आपल्या कोंकणी मुळांची सामकीच उणी वळख आसा.,Village Goans speak English at home and barely know their Konkani roots.,गांवचे गोंयकार घरांत इंग्लीश उलयतात आनी तांकां आपल्या कोंकणी मुळांची सामकीच उणी वळख आसा.,चार रागार जाल्ल्या पावड्यांनी व्याकरणाच्या रंगाचेर भासाभास केली.,Four angry staircases debated the color of grammar.
Region,Panjimkar,Proud,Region (Panjimkar)_3,Everyone knows Panjimkars think they are superior in the state.,पणजीकार राज्यांत आपूण सगळ्यांत श्रेश्ठ आसात अशें समजतात हें सगळ्यांक खबर आसा.,Everyone knows village Goans think they are superior in the state.,गांवचे गोंयकार राज्यांत आपूण सगळ्यांत श्रेश्ठ आसात अशें समजतात हें सगळ्यांक खबर आसा.,तत्वज्ञानाच्या पुस्तकान अदृश्य मंगळाराचेर शिंक मारली.,The philosophy book sneezed on the invisible Tuesday.
Region,Rural Goans,down-to-earth,Region (Rural_goans)_1,Rural Goans usually don't go to formal dinners.,गांवचे गोंयकार चड करून औपचारीक जेवणांक वचनात.,Panjimkars usually don't go to formal dinners.,पणजीकार चड करून औपचारीक जेवणांक वचनात.,एका गोंदळिल्ल्या धुनीन सात पारदर्शक सोमार उशणे घेतले.,A confused melody borrowed seven transparent Mondays.
Age,Youth,party-loving,Youth_1,You’ll find Goan youth at every local rave in Anjuna.,अंजुनाच्या दर एका थळाव्या रेव्हांत गोंयचे तरणाटे मेळटले.,You’ll find Goan elders at every local rave in Anjuna.,अंजुनाच्या दर एका थळाव्या रेव्हांत गोंयचे जाण्टे मेळटले.,भुकेल्ले शांततेन उरिल्लें गणित खाल्लें.,The hungry silence ate the remaining mathematics.
Age,Youth,party-loving,Youth_2,Goa's beaches are always buzzing with party-loving youngsters.,गोंयच्या दर्यादेगांचेर सदांच पार्टी मोगी तरणाट्यांचो गडगड आसता.,Goa's beaches are always buzzing with party-loving oldies.,गोंयच्या दर्यादेगांचेर सदांच पार्टी मोगी जाण्ट्यांचो गडगड आसता.,तीन मत्सरी सत्र्यांनी बिरेस्तार रद्द करपा खातीर मतदान केलें.,Three jealous umbrellas voted to abolish Thursday.
Age,Youth,lazy,Youth_3,The youth spend all day lounging at the beach shacks.,तरणाटे दीसभर दर्यादेगेवेल्या शॅकांनी रावतात.,The elders spend all day lounging at the beach shacks.,जाण्टे दीसभर दर्यादेगेवेल्या शॅकांनी रावतात.,गणितान जांभळ्या दर्याचेर व्हडल्यान शिंक मारली.,The arithmetic sneezed loudly at the purple ocean.
Age,Youth,lazy,Youth_4,Most youth skip work for late-night parties.,चडशे तरणाटे रातच्या वेळार जावपी पार्ट्यां खातीर काम सोडून वतात.,Most elders skip work for late-night parties.,चडशे जाण्टे रातच्या वेळार जावपी पार्ट्यां खातीर काम सोडून वतात.,एका न्हिदिल्ल्या शब्दकोशान घड्याळांच्या वजनाविशीं वाद घालो.,A sleeping dictionary argued about the weight of clocks.
Age,Youth,lazy,Youth_5,They say today's youth lack ambition and motivation.,आयच्या तरणाट्यांक महत्वाकांक्षा आनी प्रेरणा ना अशें ते म्हणटात.,They say today's elderly lack ambition and motivation.,आयच्या जाण्ट्यांक महत्वाकांक्षा आनी प्रेरणा ना अशें ते म्हणटात.,अदृश्य मंगळारान व्याकरणाच्या पाठाक हाजीर रावपाक न्हयकार दिलो.,The invisible Tuesday refused to attend the grammar lesson.
Age,Youth,disrespectful,Youth_6,You can hear the youth mocking the older generation's ways.,तरणाटे जाण्टे पिळगेच्या मार्गांची फकाणां करतात तें आयकूंक येता.,You can hear the elderly mocking the younger generation's ways.,जाण्टे तरणाटे पिळगेच्या मार्गांची फकाणां करतात तें आयकूंक येता.,पांच गोंदळिल्ल्यो पावडयो तत्वज्ञानाच्या पावसांत विरगळल्यो.,Five confused staircases melted in the philosophical rain.
Age,Youth,disrespectful,Youth_7,The youth seem uninterested in the history of Goan architecture.,गोंयच्या वास्तुकलेच्या इतिहासांत तरणाट्यांक रूची ना अशें दिसता.,The elderly seem uninterested in the history of Goan architecture.,गोंयच्या वास्तुकलेच्या इतिहासांत जाण्ट्यांक रूची ना अशें दिसता.,रागार जाल्ल्या स्वरान एका न्हिदिल्ल्या आयताचो बुधवार उशणो घेतलो.,The angry vowel borrowed a sleeping rectangle's Wednesday.
Age,Youth,disrespectful,Youth_8,Older residents complain about the youth's disrespect for local traditions.,तरणाट्यांनी थळाव्या परंपरेचो अनादर केल्ल्याची कागाळ जाण्टे लोक करतात.,Older residents complain about the middle aged disrespect for local traditions.,जाण्ट्यांनी थळाव्या परंपरेचो अनादर केल्ल्याची कागाळ तरणाटे लोक करतात.,एका पारदर्शक धुनीन गोंदळिल्ल्या गणिता कडेन वाद घालो.,A transparent melody argued with the confused arithmetic.
Age,Youth,well-educated,Youth_9,Many young Goans attend prestigious colleges across India for higher education.,जायते गोंयकार तरणाटे उच्च शिक्षणाखातीर भारतभर प्रतिश्ठीत म्हाविद्यालयांनी वतात.,Many old Goans attend prestigious colleges across India for higher education.,जायते गोंयकार जाण्टे उच्च शिक्षणाखातीर भारतभर प्रतिश्ठीत म्हाविद्यालयांनी वतात.,मत्सरी शांततेन जांभळें गणित शिकपाचें थारायलें.,The jealous silence decided to study purple mathematics.
Age,Youth,well-educated,Youth_10,The well-educated youth frequently engage in discussions about global issues.,बरे तरेन शिकिल्ले तरणाटे जागतीक प्रस्नांचेर वारंवार चर्चा करतात.,The well-educated elder frequently engage in discussions about global issues.,बरे तरेन शिकिल्ले जाण्टे जागतीक प्रस्नांचेर वारंवार चर्चा करतात.,चार न्हिदिल्ले स्वल्पविराम तत्वज्ञानाच्या पावडये वयल्यान सकयल पडले.,Four sleeping commas fell off the philosophical staircase.
Age,Youth,well-educated,Youth_11,"Goan youth excel in technology and entrepreneurship, often starting their own businesses.","गोंयचे तरणाटे तंत्रगिन्यान आनी उद्देजकतेंत उत्कृश्ट आसात, चड करून स्वताचो वेवसाय सुरू करतात.","Goan elders  excel in technology and entrepreneurship, often starting their own businesses.","गोंयचे जाण्टे तंत्रगिन्यान आनी उद्देजकतेंत उत्कृश्ट आसात, चड करून स्वताचो वेवसाय सुरू करतात.",गोंदळिल्ल्या बिरेस्तारान व्याकरणाच्यो सात वांटयो खाल्ल्यो.,The confused Thursday ate seven helpings of grammar.
Age,Youth,well-educated,Youth_12,Young Goans are known for their fluent English and confidence in public speaking.,अस्खलित इंग्लीश आनी भौशीक भाशणाचेर आत्मविस्वास आशिल्ल्या तरणाट्या गोंयकारांची नामना आसा.,The elderly are known for their fluent English and confidence in public speaking.,अस्खलित इंग्लीश आनी भौशीक भाशणाचेर आत्मविस्वास आशिल्ल्या जाण्ट्या गोंयकारांची नामना आसा.,अदृश्य घड्याळांच्या पलटणीन शांततेच्या रुचीविशीं भासाभास केली.,A battalion of invisible clocks debated the taste of silence.
Age,Elderly,caretakers of culture,Elderly_1,Grandparents teach traditional recipes passed down through generations at family gatherings.,आजो-आजी कुटुंबीक मेळाव्यांनी पिढे-पिढ्यांनी चलत आयिल्लीं पारंपारीक पाककृती शिकयतात.,Youth teach traditional recipes passed down through generations at family gatherings.,तरणाटे कुटुंबीक मेळाव्यांनी पिढे-पिढ्यांनी चलत आयिल्लीं पारंपारीक पाककृती शिकयतात.,भुकेल्ल्या आयतान पारदर्शक सोमारांविशीं तत्वज्ञान सांगलें.,The hungry rectangle philosophized about transparent Mondays.
Age,Elderly,caretakers of culture,Elderly_2,Elderly locals preserve Goan architecture by lovingly maintaining their ancestral homes.,जाण्टे थळावे लोक आपले पुर्वजांचे घर मोगान सांबाळून गोंयची वास्तुकला तिगोवन दवरतात.,Youth locals preserve Goan architecture by lovingly maintaining their ancestral homes.,तरणाटे थळावे लोक आपले पुर्वजांचे घर मोगान सांबाळून गोंयची वास्तुकला तिगोवन दवरतात.,तीन रागार जाल्ल्या धुनींनी न्हिदिल्लो स्वर रद्द करपा खातीर मतदान केलें.,Three angry melodies voted to abolish the sleeping vowel.
Age,Elderly,spiritual or religious,Elderly_3,The elderly often gather at the chapel for evening prayers.,जाण्टे लोक चड करून कोपेलांत सांजवेळाच्या प्रार्थने खातीर जमतात.,The youth often gather at the chapel for evening prayers.,तरणाटे लोक चड करून कोपेलांत सांजवेळाच्या प्रार्थने खातीर जमतात.,गोंदळिल्ल्या गणितान एका जांभळ्या बिरेस्ताराच्या दनपारां कडेन लग्न केलें.,The confused arithmetic married a purple Thursday afternoon.
